order,family,species.vertlife,sex,year,yrend,totallength
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,2013,2013,125
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,,2008,2008,117
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1929,1933,128
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1929,1933,126.5
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1929,1933,126
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1929,1933,132
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1917,1918,136.525
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1909,1913,139.7
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1902,1903,133.35
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1901,1903,133.35
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1901,1903,127
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1900,1903,117.602
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,,1900,1903,110.236
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1897,1898,146.05
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,,1897,1898,142.875
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1896,1898,124.46
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1896,1898,124.46
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1895,1898,124.46
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1895,1898,127
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1895,1898,132.08
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1895,1898,127
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1895,1898,127
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1895,1898,127
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1894,1898,130.81
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1894,1898,121.92
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,female,1890,1893,117.348
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1889,1893,129.286
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1889,1893,127
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1889,1893,136.525
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1889,1893,129.54
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1887,1888,137.16
PASSERIFORMES,FRINGILLIDAE,Carduelis_flammea,male,1887,1888,133.35
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2015,2018,403
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2015,2018,393
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2015,2018,403
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2015,2018,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2014,2018,465
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2014,2018,484
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2014,2018,526
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2014,2018,444
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2014,2018,412
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2014,2018,393
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2014,2018,405
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2014,2018,394
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2013,2013,474
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2013,2013,441
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2013,2013,390
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2012,2013,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2012,2013,448
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2012,2013,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2012,2013,398
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2012,2013,457.2
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2012,2013,450
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2012,2013,430
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2011,2013,420
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2011,2013,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2011,2013,435
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2010,2013,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2010,2013,408
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2010,2013,450
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2009,2013,410
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2009,2013,473
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2009,2013,417
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2009,2013,475
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2009,2013,475
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2009,2013,430
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2008,2008,422
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2008,2008,400
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2008,2008,400
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2008,2008,475
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,2008,2008,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2008,2008,466
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2008,2008,407
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2007,2008,459
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2007,2008,450
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2007,2008,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2007,2008,400
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2006,2008,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2006,2008,403
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2006,2008,441
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2006,2008,436
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2005,2008,390
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2004,2008,455
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2004,2008,403
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2004,2008,466
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2003,2003,395
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2002,2003,464
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2002,2003,448
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2001,2003,410
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2001,2003,406
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2001,2003,398
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2000,2003,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2000,2003,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2000,2003,401
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1999,2003,457
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1998,1998,438
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1998,1998,459
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1997,1998,475
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1996,1998,469
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1996,1998,458
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1995,1998,458
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1995,1998,450
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1994,1998,450
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1994,1998,420
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1994,1998,417
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1994,1998,409
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1993,1993,441
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1993,1993,375
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1992,1993,449
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1992,1993,415
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1992,1993,478
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1991,1993,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1991,1993,470
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,1991,1993,450
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1990,1993,430
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1990,1993,459
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1989,1993,455
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1989,1993,410
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1989,1993,481
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1988,1988,392
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1987,1988,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1987,1988,380
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1985,1988,470
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1985,1988,467
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1985,1988,400
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1983,1983,430
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1982,1983,455
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1982,1983,445
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1961,1963,483
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1955,1958,431.8
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1953,1953,396
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1951,1953,460
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1949,1953,420
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1945,1948,499
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1943,1943,457
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,1940,1943,480
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,,1939,1943,481
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1935,1938,497
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1925,1928,493
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1921,1923,430
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1921,1923,501.65
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1909,1913,482.6
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1909,1913,436.5625
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1909,1913,431.8
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1907,1908,431.8
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1897,1898,495.3
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1896,1898,447.04
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1896,1898,488.95
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1892,1893,508
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1883,1883,457.2
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,2010,2013,402
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2007,2008,440
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,2006,2008,413
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1995,1998,454
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,male,1957,1958,402
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1957,1958,483
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1954,1958,423
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_cooperii,female,1942,1943,413
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2015,2016,325
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2014,2016,328
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2014,2016,280
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2014,2016,304.8
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2014,2016,318
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2014,2016,350
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2014,2016,281
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2013,2016,273
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2013,2016,313
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2012,2016,321
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2012,2016,311
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2012,2016,323
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2012,2016,274
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2012,2016,312
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2012,2016,351
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2011,2011,361
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2011,2011,308
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2011,2011,275
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2010,2011,305
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2010,2011,268
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2010,2011,278
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2009,2011,261
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2009,2011,275
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2009,2011,343
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2008,2011,273
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2008,2011,338
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2008,2011,331
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2008,2011,280
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2008,2011,319
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2007,2011,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2007,2011,274
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2007,2011,334
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2007,2011,273
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2007,2011,326
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2007,2011,272
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2006,2006,326
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2006,2006,338
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2006,2006,333
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2006,2006,302
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2005,2006,344
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2005,2006,327
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2004,2006,285
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2004,2006,345
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2002,2006,283
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2002,2006,305
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2001,2001,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2001,2001,322
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2001,2001,271
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,2000,2001,300
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,2000,2001,268
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2000,2001,298
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,2000,2001,318
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1999,2001,283
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1999,2001,315
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1999,2001,331
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1999,2001,328
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,315
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,342.9
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,341
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,321
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,333
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,332
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1998,2001,333
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1997,2001,310
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1997,2001,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1997,2001,330
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1997,2001,326
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1997,2001,280
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1997,2001,304
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1996,1996,330
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1996,1996,318
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1996,1996,346
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1996,1996,277
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1996,1996,305
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1996,1996,337
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1996,1996,328
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1995,1996,330
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1995,1996,335
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1994,1996,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1994,1996,333
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1994,1996,286
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1993,1996,300
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1993,1996,334
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1993,1996,270
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1993,1996,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1993,1996,274
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1993,1996,331.4
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1992,1996,268
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1992,1996,300
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1992,1996,310
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1992,1996,290
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1992,1996,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1991,1991,336
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1991,1991,270
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1990,1991,308
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1990,1991,332
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1990,1991,322
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1989,1991,303
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1989,1991,333
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1989,1991,335
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1989,1991,341
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1988,1991,270
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1988,1991,314
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1987,1991,270
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1987,1991,285
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1985,1986,332
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1982,1986,338
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1977,1981,326
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1975,1976,320
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1975,1976,335
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1970,1971,335
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1969,1971,310
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1969,1971,310
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1962,1966,355
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1962,1966,290
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1960,1961,350
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1959,1961,334
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1959,1961,353
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1957,1961,344
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1955,1956,280.4
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1953,1956,343
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1951,1951,345
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1949,1951,347
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1949,1951,295
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1948,1951,280
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1948,1951,345
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1948,1951,353
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1948,1951,303
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1947,1951,351
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1946,1946,355
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1943,1946,301.625
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1939,1941,345
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1938,1941,287
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1938,1941,356
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1936,1936,342
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1935,1936,340
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1935,1936,288
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1931,1931,335
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1931,1931,289
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1926,1926,311.15
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1925,1926,336.55
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1924,1926,285.75
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1921,1921,342.9
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1919,1921,292.1
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,female,1909,1911,336.55
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1908,1911,332
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1908,1911,279.4
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,,1905,1906,332
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1905,1906,275
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1905,1906,282
ACCIPITRIFORMES,ACCIPITRIDAE,Accipiter_striatus,male,1905,1906,280
